20180527 08:02:04.671049Z 13310 INFO  500 - batch.cc:201
20180527 08:02:05.713804Z 13310 INFO  [g_finished:g_connections411 500 - batch.cc:172
20180527 08:02:05.713825Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.713860Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.713897Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.713913Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.713935Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.713975Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.714011Z 13310 INFO  client-382 done. - batch.cc:144
20180527 08:02:05.714017Z 13310 INFO  client-382 0.035545 seconds 359.040 us per request. - batch.cc:168
20180527 08:02:05.714021Z 13310 INFO  [g_finished:g_connections412 500 - batch.cc:172
20180527 08:02:05.714963Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.714987Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715015Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715062Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715079Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715094Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715109Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715124Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715138Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715170Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715187Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715197Z 13310 INFO  client-447 disconnected - batch.cc:105
20180527 08:02:05.715695Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715738Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.715786Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.715819Z 13310 INFO  client-382 disconnected - batch.cc:105
20180527 08:02:05.716597Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.716634Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.716879Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.716903Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.716920Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.717218Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.717255Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.717295Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.717655Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.717694Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718307Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718610Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718634Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718650Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718666Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718682Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718698Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718735Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.718761Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.719116Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.719150Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.719187Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720144Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720166Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720218Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720578Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720601Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720618Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720642Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720668Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.720706Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721044Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721074Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721104Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721925Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721946Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721959Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721981Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.721993Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722005Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722021Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722036Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722050Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722078Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722842Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.722871Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723298Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723320Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723336Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723350Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723365Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723696Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723716Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723731Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723765Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.723793Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.724987Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725008Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725024Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725038Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725053Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725067Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725404Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725434Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725462Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725501Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725874Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725903Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725935Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.725968Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.726679Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.726701Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.726733Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.726773Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.726811Z 13310 INFO  client-362 done. - batch.cc:144
20180527 08:02:05.726820Z 13310 INFO  client-362 0.046108 seconds 465.737 us per request. - batch.cc:168
20180527 08:02:05.726826Z 13310 INFO  [g_finished:g_connections413 500 - batch.cc:172
20180527 08:02:05.726870Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.726892Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.727853Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.727888Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.727929Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.727968Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728006Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728022Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728032Z 13310 INFO  client-362 disconnected - batch.cc:105
20180527 08:02:05.728796Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728819Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728883Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728919Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728958Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.728991Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.733934Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.733966Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734000Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.734039Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734055Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734067Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734082Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734096Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734126Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734158Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734192Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734236Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734254Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734269Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734284Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734300Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734314Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734328Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734342Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734372Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734405Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734444Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734475Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734491Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734505Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734519Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734534Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734548Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734562Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734579Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734597Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734626Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734660Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734697Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734730Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734746Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734764Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734779Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734814Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734839Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.734864Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.735972Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.736012Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.736052Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.736190Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.736225Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.736255Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.736298Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.737048Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.737077Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.737108Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.737144Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.737194Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.737224Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.737248Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.737272Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738041Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738069Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738136Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738153Z 13310 INFO  client-348 done. - batch.cc:144
20180527 08:02:05.738163Z 13310 INFO  client-348 0.056081 seconds 566.475 us per request. - batch.cc:168
20180527 08:02:05.738168Z 13310 INFO  [g_finished:g_connections414 500 - batch.cc:172
20180527 08:02:05.738909Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738931Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738947Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738963Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738978Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.738992Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.739007Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.739021Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.739039Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.739061Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.739082Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740173Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740193Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740208Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740224Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740237Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740251Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740264Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740277Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740290Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740319Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740345Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.740356Z 13310 INFO  client-348 disconnected - batch.cc:105
20180527 08:02:05.741115Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.741138Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.741988Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742009Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742026Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742041Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742056Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742070Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742084Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742100Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742146Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742189Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742223Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742955Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.742985Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.743018Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.743053Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.743098Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.743110Z 13310 INFO  client-341 done. - batch.cc:144
20180527 08:02:05.743119Z 13310 INFO  client-341 0.060525 seconds 611.364 us per request. - batch.cc:168
20180527 08:02:05.743123Z 13310 INFO  [g_finished:g_connections415 500 - batch.cc:172
20180527 08:02:05.743160Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.744011Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.744034Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.744067Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.744097Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.744152Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.744188Z 13310 INFO  client-341 disconnected - batch.cc:105
20180527 08:02:05.744434Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.744463Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.744501Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.744527Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.745305Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.745325Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.745360Z 13310 INFO  client-340 done. - batch.cc:144
20180527 08:02:05.745368Z 13310 INFO  client-340 0.06262 seconds 632.525 us per request. - batch.cc:168
20180527 08:02:05.745373Z 13310 INFO  [g_finished:g_connections416 500 - batch.cc:172
20180527 08:02:05.745391Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.745414Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.745476Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746568Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746597Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746629Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.746665Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746681Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746693Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746715Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746739Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.746767Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.746789Z 13310 INFO  client-340 disconnected - batch.cc:105
20180527 08:02:05.747117Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.747141Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.747174Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.747986Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748007Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748022Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748078Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748113Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748139Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748890Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748918Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748956Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.748991Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.749773Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749798Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749839Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749857Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749873Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749908Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749952Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.749991Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.750712Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.750745Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.750779Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.750817Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.750834Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.751623Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.751645Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.751672Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.751701Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.751741Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752569Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752603Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752624Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752650Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752672Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752695Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.752716Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.753469Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.753502Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.753542Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.753576Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.753691Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.753723Z 13310 INFO  client-385 done. - batch.cc:144
20180527 08:02:05.753733Z 13310 INFO  client-385 0.075589 seconds 763.525 us per request. - batch.cc:168
20180527 08:02:05.753738Z 13310 INFO  [g_finished:g_connections417 500 - batch.cc:172
20180527 08:02:05.753776Z 13310 INFO  client-388 done. - batch.cc:144
20180527 08:02:05.753782Z 13310 INFO  client-388 0.075958 seconds 767.253 us per request. - batch.cc:168
20180527 08:02:05.753786Z 13310 INFO  [g_finished:g_connections418 500 - batch.cc:172
20180527 08:02:05.754380Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754413Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754434Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754449Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754465Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754480Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754495Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754523Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754553Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.754589Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756026Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756050Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756083Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756112Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.756154Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756169Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756183Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756197Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756211Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756227Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756255Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756277Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.756370Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.756383Z 13310 INFO  client-385 disconnected - batch.cc:105
20180527 08:02:05.756395Z 13310 INFO  client-388 disconnected - batch.cc:105
20180527 08:02:05.757400Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.757421Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.757436Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.757495Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.757530Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.757557Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.757696Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.757744Z 13310 INFO  client-377 done. - batch.cc:144
20180527 08:02:05.757753Z 13310 INFO  client-377 0.078703 seconds 794.980 us per request. - batch.cc:168
20180527 08:02:05.757758Z 13310 INFO  [g_finished:g_connections419 500 - batch.cc:172
20180527 08:02:05.757817Z 13310 INFO  client-380 done. - batch.cc:144
20180527 08:02:05.757825Z 13310 INFO  client-380 0.079058 seconds 798.566 us per request. - batch.cc:168
20180527 08:02:05.757829Z 13310 INFO  [g_finished:g_connections420 500 - batch.cc:172
20180527 08:02:05.758321Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.758349Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.758381Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.758417Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.758463Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.758477Z 13310 INFO  client-316 done. - batch.cc:144
20180527 08:02:05.758485Z 13310 INFO  client-316 0.074266 seconds 750.162 us per request. - batch.cc:168
20180527 08:02:05.758490Z 13310 INFO  [g_finished:g_connections421 500 - batch.cc:172
20180527 08:02:05.759617Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759647Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759668Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759709Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759736Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759776Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759793Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759824Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.759835Z 13310 INFO  client-377 disconnected - batch.cc:105
20180527 08:02:05.759860Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.759870Z 13310 INFO  client-380 disconnected - batch.cc:105
20180527 08:02:05.759880Z 13310 INFO  client-316 disconnected - batch.cc:105
20180527 08:02:05.760417Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760449Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760472Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760486Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760511Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760537Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760576Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760609Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760965Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.760993Z 13310 INFO  1 events happened - epoller.cc:75
